job_id,experience_min,experience_max,salary_min,salary_max,salary_avg,experience_avg,job_level,year,month,quarter,day,location_list,region,accounting,reporting,finance,management,monitoring,inspection,english,accounting software,excel,misa,fast,sap,erp,accounts payable,reconciliation,audit,inventory checking,tax finalization,cash inflow/outflow,analysis,communication,teamwork,honesty,careful,responsibility,proactiveness,work under pressure,detail oriented,num_hard,num_software,num_soft
35C6B464,5.0,8.0,25000000.0,35000000.0,30000000.0,6.5,Manager,2026,3,1,6,Ho Chi Minh,South,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,2,3,5
35C6C5FA,3.0,5.0,15000000.0,20000000.0,17500000.0,4.0,Senior,2026,3,1,13,Ho Chi Minh,South,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1
35C690BA,3.0,5.0,15000000.0,25000000.0,20000000.0,4.0,Senior,2026,2,1,24,Ha Noi,North,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,0,1
35C63C30,2.0,3.0,12000000.0,15000000.0,13500000.0,2.5,Senior,2025,12,4,24,Ho Chi Minh,South,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,3,5
35C6C96D,2.0,3.0,15000000.0,20000000.0,17500000.0,2.5,Senior,2026,3,1,14,Ha Noi,North,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
35C516D5,3.0,5.0,18000000.0,20000000.0,19000000.0,4.0,Senior,2026,2,1,24,Ho Chi Minh,South,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,3,4
35C6A332,3.0,5.0,16000000.0,21000000.0,18500000.0,4.0,Senior,2026,3,1,2,Ho Chi Minh,South,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
35C6BDF1,1.0,5.0,10000000.0,20000000.0,15000000.0,3.0,Senior,2026,3,1,10,Ho Chi Minh,South,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
35C6B52A,2.0,3.0,13000000.0,16000000.0,14500000.0,2.5,Senior,2026,3,1,9,Ho Chi Minh,South,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,2,1,4
35C6BA81,3.0,5.0,20000000.0,26000000.0,23000000.0,4.0,Senior,2026,3,1,10,Ho Chi Minh,South,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0
35C6AC1B,3.0,4.0,18000000.0,25000000.0,21500000.0,3.5,Senior,2026,3,1,4,Ha Noi,North,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,2
35C6B056,1.0,2.0,13000000.0,16000000.0,14500000.0,1.5,Junior,2026,3,1,5,Ho Chi Minh,South,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
35C6AB24,3.0,5.0,15000000.0,20000000.0,17500000.0,4.0,Senior,2026,3,1,4,Ho Chi Minh,South,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,4,0,3
35C68B1C,2.0,3.0,17000000.0,19000000.0,18000000.0,2.5,Senior,2026,2,1,13,Ha Noi,North,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,3
35C68DF1,3.0,6.0,15000000.0,20000000.0,17500000.0,4.5,Manager,2026,2,1,23,Ho Chi Minh,South,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
35C6A06B,3.0,5.0,25000000.0,40000000.0,32500000.0,4.0,Senior,2026,2,1,27,Ha Noi,North,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,6,2,2
35C67FB1,3.0,5.0,25000000.0,35000000.0,30000000.0,4.0,Senior,2026,2,1,9,Binh Duong,South,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,2,2
35C6943A,2.0,7.0,14000000.0,16000000.0,15000000.0,4.5,Manager,2026,2,1,24,Ha Noi,North,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,3,4
35C6BB3E,3.0,5.0,28000000.0,35000000.0,31500000.0,4.0,Senior,2026,3,1,10,Ho Chi Minh,South,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,3,1
35C6B5AD,4.0,5.0,15000000.0,25000000.0,20000000.0,4.5,Manager,2026,3,1,7,Ha Noi,North,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3
35C6B5AD,4.0,5.0,15000000.0,25000000.0,20000000.0,4.5,Manager,2026,3,1,7,Hai Phong,North,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3
35C6395F,1.0,2.0,12000000.0,15000000.0,13500000.0,1.5,Junior,2025,12,4,23,Ha Nam,North,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,4
35C6A8F0,3.0,5.0,18000000.0,30000000.0,24000000.0,4.0,Senior,2026,3,1,3,Ho Chi Minh,South,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,2,2,5
35C68CF3,5.0,10.0,25000000.0,35000000.0,30000000.0,7.5,Manager,2026,2,1,23,Ha Noi,North,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,6,1,4
35C6B639,2.0,3.0,12000000.0,20000000.0,16000000.0,2.5,Senior,2026,3,1,10,Ha Noi,North,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3,2,4
35C6A8DA,3.0,5.0,12000000.0,20000000.0,16000000.0,4.0,Senior,2026,3,1,3,Ho Chi Minh,South,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,3,3
35C6AEDD,5.0,7.0,25000000.0,30000000.0,27500000.0,6.0,Manager,2026,3,1,4,Ha Noi,North,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,4,3,3
35C645BC,2.0,3.0,15000000.0,18000000.0,16500000.0,2.5,Senior,2025,12,4,31,Ho Chi Minh,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,2
35C6A9BE,3.0,8.0,15000000.0,20000000.0,17500000.0,5.5,Manager,2026,3,1,4,Ho Chi Minh,South,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,5,2,4
35C6C706,3.0,5.0,20000000.0,30000000.0,25000000.0,4.0,Senior,2026,3,1,13,Ho Chi Minh,South,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,6,2,4
35C6983B,2.0,4.0,16000000.0,20000000.0,18000000.0,3.0,Senior,2026,2,1,25,Ho Chi Minh,South,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,3,2
35C6A822,2.0,5.0,15000000.0,18000000.0,16500000.0,3.5,Senior,2026,3,1,3,Ho Chi Minh,South,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
35C65C83,3.0,5.0,18000000.0,25000000.0,21500000.0,4.0,Senior,2026,1,1,16,Ho Chi Minh,South,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,5,2,3
35C68D9D,5.0,10.0,25000000.0,40000000.0,32500000.0,7.5,Manager,2026,2,1,23,Ho Chi Minh,South,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,7,1,3
35C6955C,5.0,10.0,45000000.0,60000000.0,52500000.0,7.5,Manager,2026,2,1,25,Ho Chi Minh,South,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
35C68869,2.0,3.0,15000000.0,20000000.0,17500000.0,2.5,Senior,2026,2,1,12,Ho Chi Minh,South,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,5,3
35C66B71,2.0,3.0,20000000.0,25000000.0,22500000.0,2.5,Senior,2026,1,1,27,Ho Chi Minh,South,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,4,2
35C6BD99,1.0,5.0,12000000.0,16000000.0,14000000.0,3.0,Senior,2026,3,1,10,Ho Chi Minh,South,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,0,2
35C671A3,2.0,3.0,10000000.0,15000000.0,12500000.0,2.5,Senior,2026,1,1,31,Ho Chi Minh,South,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,5,0,3
35C66C07,2.0,3.0,15000000.0,18000000.0,16500000.0,2.5,Senior,2026,1,1,28,Ha Noi,North,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,5,3
35C64552,1.0,3.0,15000000.0,25000000.0,20000000.0,2.0,Junior,2025,12,4,31,Ha Noi,North,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,3,0
35C6B0F0,2.0,3.0,25000000.0,35000000.0,30000000.0,2.5,Senior,2026,3,1,5,Ha Noi,North,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,0,1
35C665BE,1.0,3.0,9000000.0,13000000.0,11000000.0,2.0,Junior,2026,1,1,22,Ha Noi,North,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2
35C67755,3.0,5.0,18000000.0,20000000.0,19000000.0,4.0,Senior,2026,2,1,4,Ha Noi,North,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,1,2
35C6A7B4,3.0,5.0,13000000.0,15000000.0,14000000.0,4.0,Senior,2026,3,1,3,Khanh Hoa,Central,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
35C65827,3.0,5.0,17000000.0,17000000.0,17000000.0,4.0,Senior,2026,1,1,14,Ho Chi Minh,South,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,5,0
35C63619,3.0,5.0,35000000.0,50000000.0,42500000.0,4.0,Senior,2025,12,4,20,Ha Noi,North,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,1,4
35C65AA9,1.0,2.0,10000000.0,10000000.0,10000000.0,1.5,Junior,2026,1,1,15,Ho Chi Minh,South,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,2,3
35BEF493,2.0,3.0,17000000.0,20000000.0,18500000.0,2.5,Senior,2026,2,1,27,Ha Noi,North,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,4,3,5
35C678CC,2.0,3.0,15000000.0,17000000.0,16000000.0,2.5,Senior,2026,2,1,4,Ha Noi,North,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,4,4,4
35C6C90D,3.0,5.0,15000000.0,20000000.0,17500000.0,4.0,Senior,2026,3,1,13,Ho Chi Minh,South,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,2,3
35C66F75,3.0,5.0,18000000.0,25000000.0,21500000.0,4.0,Senior,2026,1,1,29,Ho Chi Minh,South,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
35C69E1E,3.0,5.0,14000000.0,18000000.0,16000000.0,4.0,Senior,2026,2,1,27,Can Tho,South,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,1,2
35C634A1,1.0,2.0,12000000.0,20000000.0,16000000.0,1.5,Junior,2025,12,4,19,Ha Noi,North,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,2,2
35C64DEC,2.0,3.0,15000000.0,20000000.0,17500000.0,2.5,Senior,2026,1,1,7,Ha Noi,North,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
35C6BA63,2.0,5.0,12000000.0,18000000.0,15000000.0,3.5,Senior,2026,3,1,9,Long An,South,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,3,1
35C67F24,3.0,5.0,20000000.0,30000000.0,25000000.0,4.0,Senior,2026,2,1,9,Ho Chi Minh,South,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,4,2,6
35C63C82,2.0,3.0,15000000.0,17000000.0,16000000.0,2.5,Senior,2025,12,4,26,Ha Noi,North,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3
35C64A9C,1.0,3.0,15000000.0,19000000.0,17000000.0,2.0,Junior,2026,1,1,6,Ha Noi,North,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,3
35C67137,2.0,3.0,12000000.0,16000000.0,14000000.0,2.5,Senior,2026,1,1,30,Ho Chi Minh,South,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,2
35C6AB5D,1.0,2.0,15000000.0,18000000.0,16500000.0,1.5,Junior,2026,3,1,4,Ha Noi,North,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3
35C6B67F,3.0,5.0,18000000.0,25000000.0,21500000.0,4.0,Senior,2026,3,1,8,Ha Noi,North,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,4,2,3
35C638F9,1.0,3.0,9000000.0,12000000.0,10500000.0,2.0,Junior,2025,12,4,23,Ho Chi Minh,South,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,4,4,2
35C6C198,4.0,6.0,23000000.0,25000000.0,24000000.0,5.0,Manager,2026,3,1,11,Ho Chi Minh,South,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,5,3,4
35C64545,5.0,8.0,25000000.0,35000000.0,30000000.0,6.5,Manager,2025,12,4,31,Ho Chi Minh,South,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1
35C67BDE,2.0,3.0,15000000.0,20000000.0,17500000.0,2.5,Senior,2026,2,1,5,Ho Chi Minh,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35C65E07,2.0,4.0,12000000.0,17000000.0,14500000.0,3.0,Senior,2026,1,1,17,Binh Duong,South,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1
35C651E9,0.0,0.0,7000000.0,8000000.0,7500000.0,0.0,Intern,2026,1,1,9,Dong Nai,South,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,2
35C648B8,0.0,1.0,13000000.0,14000000.0,13500000.0,0.5,Fresher,2026,1,1,5,Khanh Hoa,Central,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,2
35C69CA0,2.0,4.0,11000000.0,16000000.0,13500000.0,3.0,Senior,2026,2,1,26,Binh Duong,South,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1
35C6801D,0.0,3.0,40000000.0,50000000.0,45000000.0,1.5,Junior,2026,2,1,9,Tay Ninh,South,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
35C6801D,0.0,3.0,40000000.0,50000000.0,45000000.0,1.5,Junior,2026,2,1,9,Dong Nai,South,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
35C6801D,0.0,3.0,40000000.0,50000000.0,45000000.0,1.5,Junior,2026,2,1,9,Binh Duong,South,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
35C66F7B,4.0,5.0,15000000.0,25000000.0,20000000.0,4.5,Manager,2026,1,1,29,Ho Chi Minh,South,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,6,2,3
35C6C950,2.0,5.0,9000000.0,14000000.0,11500000.0,3.5,Senior,2026,3,1,14,Binh Duong,South,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
35C63203,2.0,3.0,35000000.0,43000000.0,39000000.0,2.5,Senior,2025,12,4,17,Ha Noi,North,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,4
35C692A5,1.0,10.0,9000000.0,25000000.0,17000000.0,5.5,Manager,2026,2,1,24,Ho Chi Minh,South,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,3,6
35C6C15F,2.0,4.0,12000000.0,16000000.0,14000000.0,3.0,Senior,2026,3,1,11,Binh Duong,South,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,3
35C6732C,5.0,10.0,20000000.0,25000000.0,22500000.0,7.5,Manager,2026,2,1,2,Ba Ria-VT,South,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
35C68C9C,2.0,3.0,14000000.0,15000000.0,14500000.0,2.5,Senior,2026,2,1,22,Ho Chi Minh,South,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,4,4,3
35C6BBD7,3.0,10.0,12000000.0,15000000.0,13500000.0,6.5,Manager,2026,3,1,10,Ho Chi Minh,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35C656C5,1.0,2.0,10000000.0,15000000.0,12500000.0,1.5,Junior,2026,1,1,13,Ho Chi Minh,South,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,4,5
35C685E2,2.0,3.0,15000000.0,18000000.0,16500000.0,2.5,Senior,2026,2,1,10,Ho Chi Minh,South,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,7,5,6
35C68699,2.0,5.0,15000000.0,20000000.0,17500000.0,3.5,Senior,2026,2,1,11,Ha Noi,North,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,5,5,3
35C6C8BE,1.0,2.0,10000000.0,15000000.0,12500000.0,1.5,Junior,2026,3,1,13,Ho Chi Minh,South,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,4,5
35C66E3A,2.0,4.0,12000000.0,14000000.0,13000000.0,3.0,Senior,2026,1,1,29,Ha Noi,North,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2
35C6CAAB,2.0,3.0,13000000.0,15000000.0,14000000.0,2.5,Senior,2026,3,1,16,Ho Chi Minh,South,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,3,3
35C6B398,2.0,3.0,14000000.0,17000000.0,15500000.0,2.5,Senior,2026,3,1,6,Binh Duong,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35C673C7,3.0,5.0,17000000.0,20000000.0,18500000.0,4.0,Senior,2026,2,1,2,Ho Chi Minh,South,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,3,2
35C66E5D,2.0,3.0,13000000.0,18000000.0,15500000.0,2.5,Senior,2026,1,1,29,Ho Chi Minh,South,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,5,4,4
35C6A628,1.0,5.0,8000000.0,9000000.0,8500000.0,3.0,Senior,2026,3,1,2,Ha Noi,North,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,3,2
35C683B3,1.0,2.0,10000000.0,12000000.0,11000000.0,1.5,Junior,2026,2,1,9,Ho Chi Minh,South,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,5
35C63E07,2.0,4.0,10000000.0,12000000.0,11000000.0,3.0,Senior,2025,12,4,25,Ha Noi,North,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35C64DC4,0.0,1.0,8000000.0,10000000.0,9000000.0,0.5,Fresher,2026,2,1,27,Ho Chi Minh,South,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,4
35C6C908,1.0,4.0,8000000.0,15000000.0,11500000.0,2.5,Senior,2026,3,1,13,Ha Noi,North,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
35C6BA47,1.0,2.0,9000000.0,12000000.0,10500000.0,1.5,Junior,2026,3,1,9,Ha Noi,North,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1
35C6995D,1.0,2.0,8000000.0,15000000.0,11500000.0,1.5,Junior,2026,2,1,26,Ho Chi Minh,South,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1
35C6BC17,0.0,1.0,7500000.0,8500000.0,8000000.0,0.5,Fresher,2026,3,1,10,Ho Chi Minh,South,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,2
35C69EDF,2.0,3.0,10000000.0,11000000.0,10500000.0,2.5,Senior,2026,2,1,27,Ha Noi,North,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1
35C6AE2D,1.0,2.0,10000000.0,15000000.0,12500000.0,1.5,Junior,2026,3,1,4,Ha Noi,North,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,2,2
35C677BC,1.0,2.0,10000000.0,15000000.0,12500000.0,1.5,Junior,2026,2,1,4,Ha Noi,North,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,2,2
35C64AA4,0.0,0.0,7000000.0,12000000.0,9500000.0,0.0,Intern,2026,1,1,6,Ho Chi Minh,South,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,3
35C65702,0.0,0.0,8000000.0,11000000.0,9500000.0,0.0,Intern,2026,1,1,14,Ha Noi,North,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2
35C676E0,1.0,5.0,10000000.0,12000000.0,11000000.0,3.0,Senior,2026,2,1,4,Ha Noi,North,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,3
35C62F64,1.0,2.0,10000000.0,11000000.0,10500000.0,1.5,Junior,2025,12,4,16,Ho Chi Minh,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,4
35C6B95F,1.0,3.0,10000000.0,15000000.0,12500000.0,2.0,Junior,2026,3,1,9,Ha Noi,North,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1
35C6BB80,1.0,2.0,10000000.0,15000000.0,12500000.0,1.5,Junior,2026,3,1,10,Ha Noi,North,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1
35C6B0CD,1.0,5.0,8000000.0,9000000.0,8500000.0,3.0,Senior,2026,3,1,5,Ha Noi,North,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,3,2
35C690C0,1.0,2.0,9000000.0,12000000.0,10500000.0,1.5,Junior,2026,2,1,24,Ha Noi,North,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,3,2,4
35C686DF,2.0,4.0,15000000.0,17000000.0,16000000.0,3.0,Senior,2026,2,1,11,Ho Chi Minh,South,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
35C69A95,1.0,2.0,9000000.0,12000000.0,10500000.0,1.5,Junior,2026,2,1,26,Ha Noi,North,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,3,2,4
35C6BF72,2.0,3.0,12000000.0,15000000.0,13500000.0,2.5,Senior,2026,3,1,11,Ho Chi Minh,South,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,2,2
35C6B0EB,2.0,3.0,12000000.0,17000000.0,14500000.0,2.5,Senior,2026,3,1,5,Ha Noi,North,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,5,4,3
